DateChargement_jour,DateLivraison_jour,Poids
119.0,120.0,4.11338
120.0,122.0,0.656
120.0,122.0,0.24495
120.0,123.0,3.71088
120.0,121.0,0.155
120.0,124.0,0.62799
120.0,121.0,0.29397
120.0,121.0,0.77684
120.0,124.0,0.6011
120.0,121.0,3.23836
120.0,122.0,0.9148
120.0,121.0,0.57668
120.0,123.0,0.4377
120.0,121.0,0.319
120.0,124.0,5.56398
121.0,125.0,0.46317
121.0,124.0,3.54703
121.0,123.0,0.74073
121.0,122.0,0.6814
121.0,122.0,2.28
121.0,123.0,0.18746
121.0,122.0,0.748
121.0,122.0,0.53546
121.0,123.0,0.32475
121.0,122.0,0.4509
121.0,122.0,0.138
122.0,123.0,2.21817
122.0,123.0,1.0652
122.0,123.0,0.15947
122.0,123.0,0.502
122.0,123.0,0.82603
122.0,123.0,0.24836
122.0,123.0,1.35364
122.0,123.0,0.213
122.0,123.0,0.25868
122.0,123.0,1.645
122.0,123.0,1.35162
122.0,124.0,0.06527
122.0,126.0,3.723
122.0,123.0,3.85115
122.0,125.0,0.76476
122.0,123.0,0.32385
122.0,124.0,1.18112
123.0,126.0,0.9802
123.0,124.0,0.287
123.0,126.0,0.31648
123.0,124.0,0.645
123.0,126.0,0.73546
123.0,126.0,1.573
123.0,124.0,3.31191
123.0,123.0,0.49083
123.0,124.0,1.38045
123.0,123.0,0.57729
123.0,124.0,2.72092
123.0,124.0,0.35291
123.0,124.0,2.04899
123.0,126.0,8.83582
123.0,126.0,0.28742
123.0,125.0,0.50312
123.0,124.0,0.29773
123.0,124.0,1.4325
123.0,126.0,1.64508
123.0,124.0,0.40297
123.0,127.0,0.87659
123.0,125.0,0.54516
123.0,125.0,0.96
123.0,124.0,0.83105
123.0,124.0,0.76524
123.0,127.0,0.32046
123.0,124.0,1.779
123.0,124.0,0.401
124.0,127.0,0.40393
124.0,128.0,0.16102
124.0,125.0,6.48496
124.0,125.0,3.54984
124.0,128.0,0.17097
124.0,125.0,0.385
124.0,125.0,1.40256
124.0,125.0,1.242
124.0,125.0,2.469
124.0,128.0,2.2293
124.0,127.0,0.43208
124.0,128.0,1.06425
124.0,126.0,1.4188
124.0,127.0,2.30707
124.0,125.0,0.916
124.0,128.0,1.08251
124.0,125.0,3.20644
124.0,127.0,1.64905
125.0,129.0,3.05578
125.0,128.0,0.952
125.0,126.0,4.4731
125.0,126.0,0.528
125.0,126.0,1.47506
125.0,129.0,1.70333
125.0,126.0,4.23868
125.0,126.0,1.093
125.0,129.0,2.49898
125.0,126.0,0.69224
125.0,126.0,4.992
125.0,128.0,0.18761
125.0,126.0,4.94886
125.0,127.0,1.68425
126.0,130.0,1.25
126.0,129.0,3.17509
126.0,130.0,0.92252
126.0,129.0,0.32233
126.0,127.0,0.40401
126.0,127.0,0.68443
126.0,129.0,0.77603
126.0,133.0,0.643
126.0,127.0,0.37442
126.0,126.0,0.21695
126.0,126.0,3.50932
126.0,127.0,3.16689
126.0,127.0,1.187
126.0,127.0,1.30684
126.0,127.0,0.92181
126.0,127.0,0.17145
126.0,127.0,1.1727
126.0,127.0,0.30086
126.0,128.0,0.77338
126.0,127.0,0.90271
126.0,127.0,0.35157
126.0,128.0,1.464
127.0,131.0,0.38895
127.0,131.0,0.677
127.0,127.0,0.4714
127.0,129.0,2.05828
127.0,128.0,2.98507
127.0,128.0,0.3982
127.0,130.0,0.3317
127.0,128.0,0.41662
127.0,128.0,1.6769
127.0,128.0,1.51725
127.0,128.0,0.53004
127.0,129.0,0.19217
127.0,128.0,0.41355
127.0,128.0,1.592
127.0,128.0,0.56048
127.0,129.0,0.43871
127.0,128.0,0.9564
127.0,132.0,0.66968
127.0,129.0,1.00652
127.0,134.0,0.46835
127.0,128.0,0.53572
127.0,128.0,1.63818
127.0,129.0,0.67333
127.0,128.0,0.19784
127.0,128.0,2.0837
127.0,129.0,1.33395
127.0,128.0,0.35619
128.0,131.0,0.63277
128.0,131.0,0.23436
128.0,129.0,0.25042
128.0,129.0,3.6585
128.0,133.0,0.64343
128.0,129.0,3.65756
128.0,129.0,1.16437
128.0,129.0,1.77596
128.0,129.0,0.33734
128.0,129.0,5.5388
128.0,129.0,0.38
128.0,129.0,0.34435
128.0,129.0,0.3736
128.0,129.0,0.34936
128.0,129.0,0.35298
128.0,129.0,0.494
128.0,130.0,3.06547
129.0,132.0,2.59306
129.0,133.0,1.48052
129.0,130.0,7.48649
129.0,130.0,4.902
129.0,130.0,1.17107
129.0,130.0,2.493
129.0,130.0,1.67771
129.0,132.0,3.00785
129.0,131.0,0.79127
129.0,130.0,0.4325
129.0,133.0,2.05015
129.0,130.0,0.99076
129.0,130.0,0.49
129.0,130.0,2.29053
130.0,135.0,2.15816
130.0,132.0,1.4892
130.0,134.0,1.36476
130.0,131.0,0.93307
130.0,133.0,0.90586
130.0,131.0,0.33842
130.0,131.0,0.32455
130.0,131.0,1.80066
130.0,132.0,0.74658
130.0,134.0,2.51678
130.0,131.0,0.71533
130.0,133.0,1.05252
130.0,131.0,0.322
130.0,133.0,1.172
130.0,131.0,1.80175
130.0,133.0,0.5192
130.0,133.0,0.27092
131.0,135.0,2.4132
131.0,133.0,2.33083
131.0,132.0,0.76074
131.0,132.0,1.8734
131.0,134.0,0.5922
131.0,132.0,0.81866
131.0,132.0,0.345
131.0,132.0,0.6621
131.0,132.0,0.92538
131.0,136.0,1.91341
131.0,132.0,0.21906
131.0,132.0,0.22874
131.0,133.0,8.44904
131.0,132.0,0.80655
131.0,132.0,0.282
131.0,133.0,1.406
131.0,134.0,0.2725
132.0,133.0,1.448
132.0,137.0,0.544
132.0,134.0,0.507
132.0,133.0,3.091
132.0,134.0,0.85626
132.0,134.0,0.1315
132.0,135.0,0.5378
132.0,135.0,1.9434
132.0,134.0,1.72226
132.0,137.0,3.6809
132.0,134.0,2.08241
132.0,136.0,0.73622
132.0,136.0,0.334
132.0,136.0,3.09357
132.0,132.0,3.426
132.0,135.0,0.502
132.0,133.0,0.67538
132.0,135.0,0.21809
132.0,133.0,0.43
132.0,135.0,0.49
132.0,133.0,0.23195
132.0,135.0,3.13994
133.0,135.0,2.41842
133.0,136.0,4.0495
133.0,134.0,1.688
133.0,135.0,0.2
133.0,134.0,0.08382
133.0,134.0,0.38499
133.0,138.0,3.77202
133.0,134.0,1.6758
133.0,134.0,0.852
133.0,137.0,0.78825
133.0,134.0,3.45817
133.0,133.0,0.23647
133.0,134.0,0.711
133.0,135.0,0.76248
133.0,134.0,0.2087
133.0,134.0,2.6226
133.0,134.0,0.3198
133.0,138.0,1.88322
133.0,134.0,8.11216
134.0,135.0,0.33164
134.0,137.0,1.7186
134.0,135.0,0.82048
134.0,135.0,0.50623
134.0,136.0,3.3078
134.0,135.0,0.16007
134.0,136.0,0.71417
134.0,135.0,0.41373
134.0,136.0,1.869
134.0,135.0,0.84178
134.0,139.0,1.0
134.0,135.0,8.45697
134.0,135.0,1.369
135.0,140.0,0.27264
135.0,136.0,0.45161
135.0,136.0,0.92586
135.0,138.0,0.861
135.0,135.0,1.41384
135.0,137.0,0.45
135.0,136.0,0.54564
135.0,137.0,0.37675
135.0,137.0,1.62235
135.0,140.0,0.43546
135.0,136.0,0.28983
135.0,138.0,0.2712
135.0,136.0,0.41663
135.0,136.0,1.68511
135.0,136.0,1.03577
135.0,136.0,0.80903
135.0,137.0,0.09374
135.0,138.0,0.51072
135.0,136.0,0.402
135.0,137.0,3.12237
135.0,136.0,0.20217
136.0,137.0,1.49534
136.0,137.0,0.536
136.0,139.0,1.03714
136.0,137.0,0.26029
136.0,143.0,1.65975
136.0,137.0,0.348
136.0,136.0,1.01712
136.0,140.0,1.08
136.0,141.0,1.1229
136.0,137.0,1.77202
136.0,137.0,0.6447
136.0,137.0,1.21123
136.0,140.0,0.34654
136.0,140.0,0.7741
137.0,139.0,1.54429
137.0,142.0,1.34536
137.0,141.0,0.84852
137.0,142.0,2.22165
137.0,138.0,1.881
137.0,139.0,0.2553
137.0,141.0,0.91264
137.0,138.0,0.48155
137.0,138.0,0.165
137.0,139.0,0.6103
137.0,141.0,0.63772
137.0,138.0,0.04798
137.0,140.0,3.676
138.0,139.0,3.97789
138.0,140.0,3.17043
138.0,139.0,2.94482
138.0,140.0,1.691
138.0,139.0,0.51
138.0,140.0,4.99575
138.0,142.0,1.46298
138.0,140.0,1.06964
138.0,139.0,0.5738
138.0,139.0,1.84486
138.0,142.0,0.959
138.0,143.0,0.40215
138.0,140.0,0.39
138.0,139.0,0.484
138.0,139.0,0.35922
138.0,140.0,2.6652
138.0,139.0,1.8061
138.0,139.0,1.2187
139.0,140.0,0.824
139.0,140.0,1.7334
139.0,143.0,0.49772
139.0,140.0,0.742
139.0,144.0,0.882
139.0,140.0,0.8873
139.0,143.0,2.4012
139.0,142.0,1.041
139.0,143.0,0.47401
139.0,140.0,2.10843
139.0,143.0,1.74901
139.0,141.0,1.353
139.0,140.0,0.57779
139.0,140.0,0.34841
140.0,144.0,0.94097
140.0,144.0,1.71445
140.0,145.0,2.08192
140.0,145.0,0.23761
140.0,141.0,0.406
140.0,144.0,0.47851
140.0,141.0,0.0714
140.0,141.0,0.31463
140.0,142.0,1.37229
140.0,142.0,0.18066
140.0,144.0,0.28441
140.0,141.0,5.3878
140.0,141.0,2.84713
140.0,142.0,1.03299
140.0,142.0,0.56848
140.0,145.0,1.1854
140.0,144.0,1.13836
140.0,142.0,3.347
140.0,141.0,0.92984
140.0,142.0,0.50576
140.0,142.0,0.35976
141.0,143.0,1.70852
141.0,143.0,0.40078
141.0,142.0,0.59
141.0,142.0,0.398
141.0,142.0,1.23521
141.0,146.0,0.40511
141.0,145.0,0.51072
141.0,146.0,0.23054
141.0,142.0,0.80935
141.0,142.0,2.438
141.0,143.0,1.0105
141.0,142.0,0.273
141.0,146.0,1.87657
141.0,141.0,0.93626
141.0,143.0,4.07516
141.0,143.0,0.20844
141.0,143.0,0.264
141.0,142.0,8.1422
142.0,143.0,0.46854
142.0,144.0,1.35525
142.0,146.0,0.7571
142.0,144.0,2.46435
142.0,143.0,0.33853
142.0,143.0,1.14468
142.0,144.0,0.50717
142.0,143.0,1.64979
142.0,143.0,0.803
142.0,146.0,0.87567
142.0,143.0,1.0862
142.0,146.0,0.6525
142.0,147.0,1.55104
142.0,146.0,0.577
142.0,143.0,0.90116
142.0,143.0,3.557
142.0,143.0,0.59616
143.0,147.0,0.69415
143.0,145.0,1.88348
143.0,145.0,3.47629
143.0,144.0,1.282
143.0,144.0,2.67462
143.0,144.0,6.44735
143.0,143.0,0.88392
143.0,144.0,0.24145
143.0,147.0,1.53133
143.0,144.0,5.88873
143.0,144.0,0.8498
143.0,148.0,2.2517
143.0,144.0,2.61558
143.0,147.0,0.56572
143.0,144.0,0.63
143.0,144.0,3.4083
143.0,147.0,0.20717
143.0,143.0,0.868
143.0,145.0,0.10874
143.0,144.0,3.63872
143.0,144.0,1.09463
143.0,148.0,0.87396
143.0,147.0,0.41293
144.0,145.0,0.6376
144.0,148.0,0.082
144.0,145.0,0.46697
144.0,147.0,0.66136
144.0,145.0,0.5029
144.0,145.0,1.2366
144.0,145.0,1.8371
144.0,145.0,3.12508
144.0,145.0,1.03417
144.0,145.0,1.98831
144.0,146.0,0.305
144.0,147.0,0.57944
144.0,149.0,0.251
144.0,148.0,0.86154
144.0,147.0,0.19518
144.0,144.0,0.2434
144.0,148.0,5.03365
145.0,149.0,1.23051
145.0,150.0,0.61298
145.0,146.0,0.63
145.0,148.0,2.925
145.0,148.0,0.38316
145.0,149.0,1.26
145.0,150.0,0.743
145.0,146.0,0.25908
145.0,146.0,1.8
145.0,149.0,0.96458
145.0,149.0,2.70095
146.0,147.0,1.19267
146.0,148.0,0.27902
146.0,147.0,1.6231
146.0,148.0,0.57117
146.0,147.0,0.709
146.0,147.0,2.22155
146.0,147.0,0.3725
146.0,147.0,0.38892
146.0,150.0,1.53385
146.0,150.0,0.31713
146.0,147.0,0.117
146.0,147.0,0.271
146.0,147.0,0.34827
146.0,150.0,0.40637
146.0,151.0,0.656
146.0,147.0,0.805
147.0,148.0,0.811
147.0,148.0,0.07635
147.0,147.0,3.30707
147.0,148.0,0.606
147.0,150.0,0.2941
147.0,148.0,0.882
147.0,152.0,0.25518
147.0,148.0,4.02976
147.0,148.0,0.32086
147.0,148.0,2.62741
147.0,150.0,0.30852
147.0,148.0,0.35276
147.0,147.0,1.54468
147.0,148.0,3.693
147.0,149.0,0.79006
147.0,147.0,0.659
148.0,149.0,0.35856
148.0,150.0,0.54
148.0,149.0,0.22484
148.0,151.0,0.7098
148.0,151.0,0.86438
148.0,152.0,1.82484
148.0,151.0,2.09617
148.0,151.0,1.0976
148.0,151.0,0.39492
148.0,150.0,0.379
148.0,149.0,4.149
148.0,150.0,0.81489
148.0,149.0,0.805
148.0,149.0,0.3724
148.0,149.0,0.26566
148.0,149.0,0.13104
148.0,149.0,0.35871
148.0,150.0,0.42538
148.0,149.0,0.17018
148.0,149.0,0.17546
148.0,149.0,2.01049
148.0,149.0,1.7
148.0,149.0,1.04675
148.0,150.0,0.5
148.0,149.0,1.678
148.0,149.0,2.1523
149.0,151.0,1.13958
149.0,151.0,0.3382
149.0,150.0,0.43898
149.0,150.0,1.1145
149.0,150.0,0.678
149.0,151.0,1.655
149.0,151.0,0.8912
149.0,150.0,0.53386
149.0,151.0,1.88868
149.0,150.0,0.8429
149.0,149.0,1.29486
149.0,150.0,0.327
149.0,150.0,1.6815
149.0,151.0,0.08535
149.0,150.0,0.72132
149.0,150.0,0.68355
149.0,150.0,0.3306
149.0,150.0,2.50193
149.0,152.0,1.09273
150.0,151.0,0.37863
150.0,151.0,3.17202
150.0,152.0,0.87576
150.0,151.0,0.7017
150.0,151.0,0.51576
150.0,151.0,1.70899
150.0,154.0,0.36
150.0,152.0,0.828
150.0,151.0,0.259
150.0,151.0,1.15586
150.0,152.0,0.8435
150.0,151.0,2.33644
150.0,151.0,0.52838
150.0,151.0,0.35672
150.0,153.0,2.55817
150.0,151.0,3.02396
150.0,151.0,1.255
150.0,150.0,0.6104
150.0,151.0,0.37721
150.0,152.0,3.5129
150.0,153.0,0.63073
150.0,154.0,1.08829
150.0,154.0,2.02246
151.0,155.0,0.24192
151.0,152.0,0.5044
151.0,155.0,0.305
151.0,152.0,1.3915
151.0,155.0,0.9176
151.0,152.0,1.543
151.0,153.0,0.38962
151.0,152.0,0.90676
151.0,153.0,0.49817
151.0,154.0,0.85507
151.0,154.0,1.086
151.0,152.0,0.51238
151.0,152.0,0.61862
152.0,153.0,0.259
152.0,153.0,0.816
152.0,153.0,1.056
152.0,154.0,2.4492
152.0,153.0,0.20878
152.0,156.0,0.74977
152.0,155.0,1.34784
152.0,155.0,0.37794
152.0,155.0,0.30804
152.0,154.0,0.80208
152.0,153.0,1.36039
152.0,155.0,0.40867
152.0,155.0,0.10792
152.0,156.0,0.55362
152.0,153.0,1.31581
152.0,153.0,0.52165
152.0,155.0,1.45904
152.0,153.0,0.52067
152.0,156.0,3.75408
152.0,154.0,0.34265
152.0,153.0,0.49339
152.0,153.0,0.6024
152.0,153.0,0.34721
153.0,154.0,0.33406
153.0,155.0,0.3422
153.0,154.0,0.39628
153.0,156.0,0.7025
153.0,157.0,2.016
153.0,155.0,0.21364
153.0,155.0,0.725
153.0,154.0,0.365
153.0,155.0,0.90396
153.0,154.0,1.44097
153.0,154.0,0.44211
153.0,154.0,1.8211
153.0,155.0,0.17802
153.0,154.0,0.6831
153.0,156.0,8.30052
154.0,158.0,0.54755
154.0,155.0,0.34467
154.0,155.0,1.68087
154.0,155.0,1.63077
154.0,155.0,0.51435
154.0,155.0,0.48688
154.0,156.0,0.44814
154.0,156.0,0.19144
154.0,156.0,1.0265
154.0,155.0,1.93088
154.0,155.0,0.46344
154.0,155.0,1.42431
154.0,156.0,0.76782
154.0,156.0,0.42738
154.0,155.0,2.26466
154.0,155.0,0.664
155.0,156.0,0.654
155.0,156.0,1.001
155.0,157.0,0.454
155.0,158.0,3.1191
155.0,156.0,0.29322
155.0,155.0,1.92402
155.0,156.0,0.639
155.0,158.0,0.11071
155.0,157.0,0.59265
155.0,156.0,1.72012
155.0,157.0,0.37225
155.0,159.0,0.32119
155.0,157.0,0.3089
155.0,156.0,1.61595
155.0,157.0,0.1532
155.0,156.0,1.547
155.0,156.0,0.27
155.0,156.0,0.6068
156.0,157.0,1.6852
156.0,158.0,0.49538
156.0,157.0,0.13512
156.0,157.0,0.4181
156.0,158.0,0.6476
156.0,157.0,0.31764
156.0,157.0,0.4664
156.0,157.0,1.80624
156.0,160.0,0.58681
156.0,160.0,0.46563
156.0,157.0,3.58431
156.0,157.0,0.45
156.0,160.0,4.1259
156.0,157.0,1.84416
156.0,158.0,1.34235
156.0,157.0,1.71608
156.0,158.0,0.67877
156.0,157.0,0.096
156.0,158.0,0.60609
156.0,157.0,0.33763
156.0,158.0,0.222
156.0,160.0,3.87063
156.0,158.0,1.35729
156.0,157.0,0.3664
156.0,157.0,1.1784
156.0,157.0,0.5184
156.0,159.0,1.76062
157.0,158.0,1.47725
157.0,157.0,0.71667
157.0,160.0,0.93819
157.0,159.0,0.208
157.0,159.0,3.83335
157.0,158.0,1.64661
157.0,158.0,2.06794
157.0,157.0,0.37463
157.0,159.0,0.39769
157.0,159.0,0.32584
157.0,159.0,0.27522
157.0,158.0,0.24
157.0,158.0,0.10732
157.0,159.0,1.025
157.0,160.0,1.75201
157.0,159.0,0.372
157.0,160.0,0.402
157.0,160.0,0.61006
157.0,159.0,0.734
158.0,162.0,0.96765
158.0,159.0,1.49582
158.0,159.0,0.21578
158.0,159.0,0.47769
158.0,159.0,0.51837
158.0,159.0,1.49197
158.0,159.0,1.043
158.0,159.0,0.35468
158.0,159.0,1.15509
158.0,160.0,5.31436
158.0,161.0,0.6032
158.0,162.0,0.50104
158.0,159.0,1.08361
158.0,159.0,2.7146
158.0,160.0,0.4118
158.0,161.0,0.3407
159.0,160.0,3.68692
159.0,160.0,1.05056
159.0,160.0,5.72247
159.0,160.0,0.60454
159.0,160.0,0.64273
159.0,160.0,1.9479
159.0,161.0,0.838
159.0,162.0,4.37354
159.0,160.0,0.31105
159.0,160.0,0.41507
159.0,160.0,2.34079
159.0,162.0,1.052
159.0,163.0,1.65222
159.0,160.0,1.27527
159.0,161.0,2.54585
159.0,160.0,2.877
159.0,161.0,3.31966
159.0,160.0,0.97319
159.0,160.0,0.424
159.0,166.0,0.7432
160.0,163.0,0.54287
160.0,161.0,1.6309
160.0,161.0,3.58846
160.0,161.0,1.35482
160.0,161.0,0.72424
160.0,163.0,0.21912
160.0,164.0,2.11706
160.0,161.0,0.17442
160.0,162.0,2.05605
160.0,161.0,0.56044
160.0,161.0,2.03076
160.0,161.0,0.443
160.0,161.0,0.25734
160.0,162.0,0.81201
160.0,161.0,1.64856
160.0,161.0,2.39288
160.0,163.0,0.61787
160.0,164.0,0.32872
161.0,165.0,1.35828
161.0,162.0,0.48808
161.0,165.0,0.27333
161.0,164.0,0.81002
161.0,165.0,0.52275
161.0,162.0,0.84566
161.0,162.0,0.53487
161.0,162.0,0.23009
161.0,162.0,0.50936
161.0,163.0,0.242
161.0,162.0,1.48601
161.0,163.0,2.7908
161.0,162.0,1.909
161.0,162.0,3.14838
161.0,161.0,3.95564
161.0,163.0,0.6809
161.0,162.0,0.5652
162.0,163.0,0.3968
162.0,162.0,0.31172
162.0,163.0,1.72591
162.0,164.0,0.39248
162.0,163.0,0.68912
162.0,163.0,1.0383
162.0,162.0,0.49685
162.0,163.0,0.326
162.0,164.0,1.26585
162.0,164.0,0.44
162.0,165.0,4.0234
162.0,163.0,0.451
162.0,163.0,0.81367
162.0,163.0,0.21245
162.0,163.0,0.3826
162.0,164.0,4.70128
162.0,163.0,2.92263
162.0,163.0,2.34178
162.0,163.0,0.40812
162.0,163.0,1.739
162.0,163.0,1.11002
162.0,163.0,1.5425
162.0,163.0,1.50399
162.0,163.0,1.64642
162.0,164.0,0.31524
163.0,164.0,0.81866
163.0,164.0,0.36715
163.0,164.0,0.62068
163.0,164.0,3.6026
163.0,164.0,0.44156
163.0,165.0,0.215
163.0,165.0,1.02315
163.0,164.0,3.63642
163.0,165.0,0.121
163.0,163.0,0.521
163.0,165.0,0.66434
163.0,164.0,0.362
163.0,164.0,1.642
163.0,164.0,1.20664
163.0,167.0,0.25732
163.0,166.0,0.4544
163.0,167.0,1.077
163.0,165.0,1.88964
163.0,165.0,3.53026
163.0,166.0,0.3
163.0,164.0,0.44297
163.0,164.0,0.56825
163.0,166.0,1.535
163.0,167.0,1.8392
163.0,164.0,0.30058
163.0,164.0,0.6908
164.0,165.0,0.36747
164.0,166.0,1.496
164.0,165.0,0.78626
164.0,165.0,2.04482
164.0,165.0,0.70146
164.0,164.0,0.32366
164.0,165.0,2.52455
164.0,165.0,0.74598
164.0,165.0,0.0655
164.0,165.0,0.80324
164.0,166.0,0.76587
164.0,165.0,0.259
164.0,166.0,0.592
164.0,168.0,4.22636
164.0,165.0,0.8225
164.0,166.0,3.6915
164.0,168.0,2.0602
164.0,166.0,3.0451
164.0,168.0,1.72239
164.0,165.0,1.82125
164.0,165.0,2.70332
164.0,165.0,0.31401
164.0,167.0,0.7348
164.0,164.0,0.53429
165.0,167.0,0.47652
165.0,166.0,0.3292
165.0,167.0,0.3261
165.0,166.0,0.8955
165.0,166.0,1.828
165.0,166.0,3.29287
165.0,167.0,0.27335
165.0,166.0,2.5646
165.0,166.0,0.31635
165.0,166.0,1.72498
165.0,169.0,2.69102
165.0,166.0,0.70231
165.0,169.0,0.20907
165.0,169.0,2.00517
165.0,167.0,2.72635
165.0,169.0,2.243
165.0,168.0,0.34823
166.0,168.0,3.14853
166.0,170.0,0.96884
166.0,170.0,0.52758
166.0,169.0,1.41672
166.0,170.0,1.10925
166.0,167.0,0.70492
166.0,167.0,3.09992
166.0,170.0,1.29283
166.0,167.0,0.255
166.0,167.0,1.3103
166.0,167.0,2.35255
166.0,169.0,2.01997
166.0,167.0,0.35204
166.0,170.0,0.2797
166.0,167.0,1.9452
166.0,168.0,0.26407
166.0,168.0,0.47045
166.0,167.0,0.17138
166.0,168.0,0.36325
166.0,166.0,0.21
167.0,168.0,0.54423
167.0,168.0,0.87472
167.0,170.0,0.302
167.0,171.0,0.4461
167.0,168.0,1.17471
167.0,169.0,0.666
167.0,171.0,0.32787
167.0,170.0,1.85696
167.0,171.0,4.25
167.0,170.0,0.85444
167.0,168.0,0.41658
167.0,169.0,0.35601
167.0,169.0,0.287
167.0,170.0,0.84726
167.0,168.0,0.2325
167.0,169.0,2.33943
167.0,171.0,0.68289
167.0,170.0,0.49217
168.0,169.0,0.76303
168.0,169.0,1.48648
168.0,169.0,2.0002
168.0,171.0,0.857
168.0,172.0,1.246
168.0,169.0,0.424
168.0,169.0,0.60691
168.0,169.0,2.42388
168.0,169.0,0.4045
168.0,169.0,0.95055
168.0,170.0,0.73936
168.0,172.0,2.89187
168.0,169.0,0.22468
168.0,168.0,2.1362
169.0,170.0,0.67764
169.0,173.0,0.25799
169.0,170.0,1.16328
169.0,171.0,1.4456
169.0,172.0,1.984
169.0,171.0,0.11043
169.0,170.0,1.91809
169.0,171.0,3.09286
169.0,171.0,2.88787
169.0,170.0,0.53525
169.0,172.0,0.7154
169.0,170.0,4.33021
169.0,173.0,1.776
169.0,171.0,1.294
169.0,170.0,0.00896
169.0,171.0,0.40584
169.0,171.0,1.501
170.0,171.0,0.745
170.0,171.0,2.3331
170.0,171.0,1.28944
170.0,173.0,0.8749
170.0,171.0,0.38296
170.0,171.0,0.56592
170.0,172.0,0.42586
170.0,174.0,0.80353
170.0,172.0,1.06416
170.0,171.0,1.165
170.0,171.0,0.19242
170.0,171.0,0.43964
170.0,171.0,3.00651
170.0,172.0,0.42371
170.0,171.0,2.40612
170.0,174.0,1.78674
170.0,171.0,2.36953
170.0,171.0,0.892
170.0,172.0,1.98551
170.0,171.0,0.43582
170.0,171.0,1.07881
170.0,171.0,0.48545
170.0,173.0,0.91968
171.0,174.0,0.36096
171.0,172.0,0.859
171.0,173.0,0.2722
171.0,173.0,4.57742
171.0,173.0,0.7
171.0,172.0,1.33581
171.0,175.0,0.82652
171.0,175.0,1.90661
171.0,174.0,11.05
171.0,172.0,0.95375
171.0,173.0,2.13235
171.0,172.0,0.34866
171.0,174.0,1.26908
171.0,172.0,1.11438
171.0,175.0,1.68869
171.0,172.0,0.4352
171.0,173.0,0.96817
171.0,172.0,0.2233
171.0,175.0,2.31216
171.0,175.0,1.96776
172.0,174.0,0.44526
172.0,176.0,0.61359
172.0,173.0,0.45555
172.0,173.0,0.292
172.0,174.0,0.28827
172.0,173.0,3.8126
172.0,173.0,3.08828
172.0,173.0,1.1297
172.0,175.0,1.21904
172.0,176.0,0.27096
172.0,176.0,0.60263
172.0,176.0,0.24452
172.0,173.0,0.46965
172.0,172.0,4.74016
172.0,176.0,0.84808
172.0,176.0,0.9888
172.0,173.0,0.62274
173.0,177.0,0.748
173.0,175.0,0.89629
173.0,175.0,2.98564
173.0,177.0,2.626
173.0,175.0,2.3078
173.0,175.0,0.78544
173.0,174.0,0.71247
173.0,176.0,2.36229
173.0,176.0,0.38919
173.0,174.0,0.60144
173.0,176.0,0.533
173.0,175.0,1.57568
173.0,174.0,0.2656
173.0,175.0,2.32774
173.0,174.0,0.948
173.0,174.0,0.78603
174.0,178.0,0.69628
174.0,175.0,0.36087
174.0,177.0,0.96121
174.0,175.0,1.49144
174.0,177.0,0.60696
174.0,176.0,1.02144
174.0,175.0,0.72855
174.0,175.0,2.23257
174.0,175.0,1.54684
174.0,177.0,1.0353
174.0,176.0,12.048
174.0,175.0,2.50528
174.0,177.0,3.11906
174.0,175.0,0.65039
174.0,176.0,0.23532
174.0,175.0,0.37135
174.0,175.0,0.8619
175.0,178.0,1.54496
175.0,178.0,0.6882
175.0,177.0,4.75384
175.0,176.0,2.19983
175.0,179.0,0.76008
175.0,176.0,0.79298
175.0,177.0,1.7124
175.0,177.0,0.3073
175.0,177.0,1.368
175.0,177.0,1.45859
175.0,177.0,2.70462
175.0,176.0,6.49285
175.0,177.0,1.44414
175.0,176.0,0.53586
176.0,177.0,1.29072
176.0,178.0,0.13401
176.0,177.0,0.28554
176.0,178.0,1.198
176.0,178.0,0.78675
176.0,177.0,0.41886
176.0,178.0,0.41404
176.0,179.0,1.17342
176.0,180.0,0.85387
176.0,178.0,2.109
176.0,178.0,1.44007
176.0,177.0,0.3514
176.0,178.0,1.50843
177.0,180.0,1.36898
177.0,179.0,0.9325
177.0,178.0,0.19154
177.0,178.0,0.63559
177.0,178.0,1.15173
177.0,178.0,0.45185
177.0,181.0,0.61711
177.0,179.0,0.68986
177.0,179.0,0.38925
177.0,181.0,1.40945
177.0,181.0,0.59417
177.0,178.0,0.43059
177.0,179.0,2.56464
177.0,179.0,0.69736
177.0,179.0,0.78098
177.0,178.0,0.24925
177.0,179.0,0.3385
177.0,179.0,2.54486
177.0,179.0,0.47082
177.0,181.0,2.6187
177.0,181.0,0.29501
177.0,178.0,0.403
177.0,178.0,1.46032
177.0,179.0,0.72189
177.0,179.0,0.29028
177.0,181.0,6.3529
177.0,178.0,0.225
178.0,180.0,0.772
178.0,180.0,0.89643
178.0,178.0,0.192
178.0,182.0,1.238
178.0,180.0,0.7751
178.0,182.0,2.23869
178.0,182.0,5.8
178.0,179.0,1.23065
178.0,180.0,0.9698
178.0,182.0,1.2697
178.0,179.0,5.41435
178.0,182.0,1.14896
178.0,179.0,2.88103
178.0,179.0,1.7064
178.0,179.0,3.6154
178.0,181.0,0.52327
179.0,179.0,0.4572
179.0,179.0,2.35842
179.0,180.0,0.478
179.0,180.0,0.26567
179.0,180.0,0.28863
179.0,180.0,1.05847
